Participant_ID,Name,Age,Gender,Day,Sport Event,Score,College,State,Satisfaction_Rating,Feedback
P7803,Participant_75,23,Female,3,Basketball,4,College D,Kerala,3,Looking forward to next time.
P7803,Participant_75,23,Female,4,Archery,92,College D,Kerala,2,Well managed but could use better timing.
P7803,Participant_75,23,Female,5,Basketball,20,College E,Tamil Nadu,4,Would love more variety in events.
P4996,Participant_314,21,Male,1,Archery,74,College A,Karnataka,1,Could be better organized.
P4996,Participant_314,21,Male,2,Archery,10,College E,Tamil Nadu,1,Amazing competition!
P4996,Participant_314,21,Male,3,Table Tennis,92,College E,Tamil Nadu,4,Would love more variety in events.
P4996,Participant_314,21,Male,4,Cycling,84,College D,Kerala,1,Amazing competition!
P4996,Participant_314,21,Male,5,Running,74,College C,Kerala,3,Had a great time!
P5587,Participant_764,23,Male,1,Table Tennis,97,College B,Karnataka,3,Amazing competition!
P5587,Participant_764,23,Male,2,Badminton,74,College E,Tamil Nadu,2,Loved the experience!
P5587,Participant_764,23,Male,3,Table Tennis,51,College C,Kerala,2,Would love more variety in events.
P5587,Participant_764,23,Male,4,Tennis,31,College F,Andhra Pradesh,5,Could be better organized.
P5587,Participant_764,23,Male,5,Running,57,College F,Andhra Pradesh,3,Amazing competition!
P1533,Participant_716,19,Other,1,Badminton,75,College B,Karnataka,3,Great energy and atmosphere!
P1533,Participant_716,19,Other,2,Running,78,College C,Kerala,2,Amazing competition!
P1533,Participant_716,19,Other,3,Swimming,4,College E,Tamil Nadu,1,Had a great time!
P1533,Participant_716,19,Other,4,Swimming,53,College C,Kerala,4,Amazing competition!
P1533,Participant_716,19,Other,5,Football,64,College D,Kerala,3,Would love more variety in events.
P9979,Participant_463,25,Male,1,Tennis,23,College A,Karnataka,2,Facilities need improvement.
P9979,Participant_463,25,Male,2,Basketball,84,College D,Kerala,3,Would love more variety in events.
P9979,Participant_463,25,Male,3,Running,97,College C,Kerala,3,Well managed but could use better timing.
P9979,Participant_463,25,Male,4,Swimming,7,College E,Tamil Nadu,4,Well managed but could use better timing.
P9979,Participant_463,25,Male,5,Badminton,61,College B,Karnataka,2,Looking forward to next time.
P5464,Participant_866,19,Female,1,Archery,16,College C,Kerala,2,Great energy and atmosphere!
P5464,Participant_866,19,Female,2,Badminton,31,College A,Karnataka,5,Amazing competition!
P5464,Participant_866,19,Female,3,Badminton,87,College A,Karnataka,5,Looking forward to next time.
P5464,Participant_866,19,Female,4,Basketball,18,College A,Karnataka,4,Facilities need improvement.
P5464,Participant_866,19,Female,5,Basketball,24,College C,Kerala,2,Great energy and atmosphere!
P9010,Participant_537,21,Female,1,Swimming,52,College B,Karnataka,4,Enjoyed every moment!
P9010,Participant_537,21,Female,2,Swimming,59,College A,Karnataka,4,Facilities need improvement.
P9010,Participant_537,21,Female,3,Cycling,87,College B,Karnataka,1,Great energy and atmosphere!
P9010,Participant_537,21,Female,4,Running,48,College C,Kerala,3,Would love more variety in events.
P9010,Participant_537,21,Female,5,Running,74,College B,Karnataka,1,Amazing competition!
P3472,Participant_392,26,Other,1,Football,93,College B,Karnataka,3,Great energy and atmosphere!
P3472,Participant_392,26,Other,2,Basketball,61,College B,Karnataka,4,Could be better organized.
P3472,Participant_392,26,Other,3,Running,5,College A,Karnataka,4,Looking forward to next time.
P3472,Participant_392,26,Other,4,Tennis,5,College F,Andhra Pradesh,2,Had a great time!
P3472,Participant_392,26,Other,5,Running,61,College A,Karnataka,1,Had a great time!
P2045,Participant_867,25,Other,1,Cycling,91,College E,Tamil Nadu,3,Had a great time!
P2045,Participant_867,25,Other,2,Cycling,9,College B,Karnataka,3,Would love more variety in events.
P2045,Participant_867,25,Other,3,Football,69,College C,Kerala,1,Enjoyed every moment!
P2045,Participant_867,25,Other,4,Archery,38,College E,Tamil Nadu,2,Would love more variety in events.
P2045,Participant_867,25,Other,5,Running,18,College A,Karnataka,4,Loved the experience!
P7950,Participant_718,21,Female,1,Archery,32,College A,Karnataka,5,Looking forward to next time.
P7950,Participant_718,21,Female,2,Running,56,College F,Andhra Pradesh,5,Amazing competition!
P7950,Participant_718,21,Female,3,Football,53,College F,Andhra Pradesh,4,Had a great time!
P7950,Participant_718,21,Female,4,Basketball,14,College F,Andhra Pradesh,5,Could be better organized.
P7950,Participant_718,21,Female,5,Swimming,37,College A,Karnataka,2,Amazing competition!
P7860,Participant_890,24,Other,1,Volleyball,28,College E,Tamil Nadu,1,Facilities need improvement.
P7860,Participant_890,24,Other,2,Tennis,6,College D,Kerala,3,Would love more variety in events.
P7860,Participant_890,24,Other,3,Badminton,76,College E,Tamil Nadu,5,Would love more variety in events.
P7860,Participant_890,24,Other,4,Cycling,33,College E,Tamil Nadu,2,Well managed but could use better timing.
P7860,Participant_890,24,Other,5,Archery,87,College E,Tamil Nadu,4,Great energy and atmosphere!
P6734,Participant_115,25,Female,1,Football,9,College C,Kerala,5,Enjoyed every moment!
P6734,Participant_115,25,Female,2,Tennis,21,College C,Kerala,3,Great energy and atmosphere!
P6734,Participant_115,25,Female,3,Cycling,88,College D,Kerala,5,Facilities need improvement.
P6734,Participant_115,25,Female,4,Table Tennis,52,College D,Kerala,4,Looking forward to next time.
P6734,Participant_115,25,Female,5,Table Tennis,81,College B,Karnataka,5,Looking forward to next time.
P7649,Participant_985,24,Other,1,Archery,92,College A,Karnataka,3,Would love more variety in events.
P7649,Participant_985,24,Other,2,Swimming,47,College E,Tamil Nadu,4,Great energy and atmosphere!
P7649,Participant_985,24,Other,3,Tennis,60,College F,Andhra Pradesh,3,Could be better organized.
P7649,Participant_985,24,Other,4,Badminton,62,College E,Tamil Nadu,1,Would love more variety in events.
P7649,Participant_985,24,Other,5,Cycling,26,College D,Kerala,5,Could be better organized.
P4622,Participant_566,24,Female,1,Badminton,88,College A,Karnataka,2,Loved the experience!
P4622,Participant_566,24,Female,2,Football,41,College C,Kerala,4,Had a great time!
P4622,Participant_566,24,Female,3,Basketball,26,College D,Kerala,5,Loved the experience!
P4622,Participant_566,24,Female,4,Tennis,71,College B,Karnataka,3,Amazing competition!
P4622,Participant_566,24,Female,5,Table Tennis,59,College C,Kerala,4,Well managed but could use better timing.
P7070,Participant_447,20,Female,1,Football,43,College C,Kerala,3,Enjoyed every moment!
P7070,Participant_447,20,Female,2,Football,69,College A,Karnataka,5,Well managed but could use better timing.
P7070,Participant_447,20,Female,3,Badminton,76,College E,Tamil Nadu,2,Amazing competition!
P7070,Participant_447,20,Female,4,Football,43,College F,Andhra Pradesh,4,Well managed but could use better timing.
P7070,Participant_447,20,Female,5,Badminton,41,College A,Karnataka,5,Would love more variety in events.
P9885,Participant_186,24,Other,1,Table Tennis,45,College D,Kerala,4,Had a great time!
P9885,Participant_186,24,Other,2,Cycling,64,College E,Tamil Nadu,5,Great energy and atmosphere!
P9885,Participant_186,24,Other,3,Table Tennis,62,College A,Karnataka,2,Great energy and atmosphere!
P9885,Participant_186,24,Other,4,Table Tennis,75,College A,Karnataka,1,Enjoyed every moment!
P9885,Participant_186,24,Other,5,Tennis,77,College F,Andhra Pradesh,4,Could be better organized.
P3838,Participant_365,19,Female,1,Football,43,College C,Kerala,5,Facilities need improvement.
P3838,Participant_365,19,Female,2,Cycling,48,College A,Karnataka,2,Enjoyed every moment!
P3838,Participant_365,19,Female,3,Volleyball,65,College A,Karnataka,4,Facilities need improvement.
P3838,Participant_365,19,Female,4,Swimming,35,College E,Tamil Nadu,1,Loved the experience!
P3838,Participant_365,19,Female,5,Swimming,6,College E,Tamil Nadu,5,Looking forward to next time.
P2055,Participant_765,19,Male,1,Badminton,42,College D,Kerala,2,Well managed but could use better timing.
P2055,Participant_765,19,Male,2,Badminton,25,College A,Karnataka,1,Looking forward to next time.
P2055,Participant_765,19,Male,3,Football,48,College E,Tamil Nadu,3,Great energy and atmosphere!
P2055,Participant_765,19,Male,4,Tennis,14,College F,Andhra Pradesh,4,Amazing competition!
P2055,Participant_765,19,Male,5,Cycling,58,College A,Karnataka,2,Would love more variety in events.
P3281,Participant_24,18,Other,1,Badminton,1,College B,Karnataka,3,Well managed but could use better timing.
P3281,Participant_24,18,Other,2,Football,76,College C,Kerala,4,Would love more variety in events.
P3281,Participant_24,18,Other,3,Cycling,11,College C,Kerala,2,Amazing competition!
P3281,Participant_24,18,Other,4,Table Tennis,71,College E,Tamil Nadu,4,Amazing competition!
P3281,Participant_24,18,Other,5,Swimming,68,College D,Kerala,3,Great energy and atmosphere!
P6896,Participant_541,19,Female,1,Volleyball,29,College C,Kerala,1,Enjoyed every moment!
P6896,Participant_541,19,Female,2,Archery,10,College E,Tamil Nadu,4,Would love more variety in events.
P6896,Participant_541,19,Female,3,Volleyball,96,College B,Karnataka,1,Well managed but could use better timing.
P6896,Participant_541,19,Female,4,Running,56,College A,Karnataka,5,Had a great time!
P6896,Participant_541,19,Female,5,Cycling,13,College D,Kerala,1,Facilities need improvement.
P1314,Participant_490,22,Male,1,Table Tennis,39,College D,Kerala,3,Amazing competition!
P1314,Participant_490,22,Male,2,Table Tennis,90,College D,Kerala,1,Could be better organized.
P1314,Participant_490,22,Male,3,Cycling,64,College C,Kerala,4,Could be better organized.
P1314,Participant_490,22,Male,4,Swimming,15,College F,Andhra Pradesh,3,Well managed but could use better timing.
P1314,Participant_490,22,Male,5,Cycling,55,College F,Andhra Pradesh,2,Looking forward to next time.
P7551,Participant_301,21,Other,1,Badminton,15,College A,Karnataka,3,Enjoyed every moment!
P7551,Participant_301,21,Other,2,Badminton,52,College C,Kerala,1,Great energy and atmosphere!
P7551,Participant_301,21,Other,3,Swimming,10,College B,Karnataka,2,Facilities need improvement.
P7551,Participant_301,21,Other,4,Football,48,College B,Karnataka,3,Would love more variety in events.
P7551,Participant_301,21,Other,5,Archery,42,College B,Karnataka,3,Enjoyed every moment!
P3503,Participant_642,26,Other,1,Football,38,College B,Karnataka,1,Would love more variety in events.
P3503,Participant_642,26,Other,2,Badminton,63,College E,Tamil Nadu,2,Had a great time!
P3503,Participant_642,26,Other,3,Volleyball,88,College A,Karnataka,4,Amazing competition!
P3503,Participant_642,26,Other,4,Archery,16,College B,Karnataka,5,Could be better organized.
P3503,Participant_642,26,Other,5,Basketball,1,College B,Karnataka,1,Well managed but could use better timing.
P9390,Participant_778,22,Male,1,Table Tennis,37,College A,Karnataka,2,Would love more variety in events.
P9390,Participant_778,22,Male,2,Running,99,College E,Tamil Nadu,4,Amazing competition!
P9390,Participant_778,22,Male,3,Football,50,College E,Tamil Nadu,3,Loved the experience!
P9390,Participant_778,22,Male,4,Basketball,12,College A,Karnataka,4,Well managed but could use better timing.
P9390,Participant_778,22,Male,5,Running,75,College E,Tamil Nadu,1,Amazing competition!
P1745,Participant_145,20,Female,1,Badminton,16,College E,Tamil Nadu,5,Loved the experience!
P1745,Participant_145,20,Female,2,Volleyball,46,College E,Tamil Nadu,5,Great energy and atmosphere!
P1745,Participant_145,20,Female,3,Volleyball,100,College C,Kerala,2,Had a great time!
P1745,Participant_145,20,Female,4,Badminton,55,College E,Tamil Nadu,2,Had a great time!
P1745,Participant_145,20,Female,5,Volleyball,24,College D,Kerala,1,Looking forward to next time.
P4593,Participant_793,24,Female,1,Table Tennis,5,College D,Kerala,1,Would love more variety in events.
P4593,Participant_793,24,Female,2,Table Tennis,8,College E,Tamil Nadu,3,Enjoyed every moment!
P4593,Participant_793,24,Female,3,Running,67,College B,Karnataka,1,Could be better organized.
P4593,Participant_793,24,Female,4,Archery,68,College D,Kerala,1,Had a great time!
P4593,Participant_793,24,Female,5,Cycling,74,College A,Karnataka,4,Loved the experience!
P8799,Participant_310,21,Male,1,Swimming,18,College E,Tamil Nadu,2,Great energy and atmosphere!
P8799,Participant_310,21,Male,2,Basketball,54,College E,Tamil Nadu,4,Amazing competition!
P8799,Participant_310,21,Male,3,Running,53,College A,Karnataka,4,Looking forward to next time.
P8799,Participant_310,21,Male,4,Archery,53,College E,Tamil Nadu,4,Enjoyed every moment!
P8799,Participant_310,21,Male,5,Table Tennis,100,College C,Kerala,4,Amazing competition!
P5589,Participant_288,18,Male,1,Volleyball,50,College F,Andhra Pradesh,1,Would love more variety in events.
P5589,Participant_288,18,Male,2,Tennis,17,College B,Karnataka,5,Great energy and atmosphere!
P5589,Participant_288,18,Male,3,Basketball,52,College A,Karnataka,3,Would love more variety in events.
P5589,Participant_288,18,Male,4,Running,95,College C,Kerala,4,Loved the experience!
P5589,Participant_288,18,Male,5,Cycling,94,College F,Andhra Pradesh,5,Had a great time!
P3687,Participant_568,26,Female,1,Running,29,College A,Karnataka,4,Enjoyed every moment!
P3687,Participant_568,26,Female,2,Volleyball,88,College E,Tamil Nadu,5,Looking forward to next time.
P3687,Participant_568,26,Female,3,Basketball,69,College E,Tamil Nadu,3,Facilities need improvement.
P3687,Participant_568,26,Female,4,Table Tennis,15,College B,Karnataka,2,Looking forward to next time.
P3687,Participant_568,26,Female,5,Swimming,99,College B,Karnataka,4,Enjoyed every moment!
P2973,Participant_250,19,Other,1,Volleyball,6,College A,Karnataka,1,Looking forward to next time.
P2973,Participant_250,19,Other,2,Swimming,65,College B,Karnataka,2,Great energy and atmosphere!
P2973,Participant_250,19,Other,3,Swimming,65,College E,Tamil Nadu,2,Would love more variety in events.
P2973,Participant_250,19,Other,4,Swimming,49,College E,Tamil Nadu,5,Would love more variety in events.
P2973,Participant_250,19,Other,5,Cycling,79,College D,Kerala,5,Would love more variety in events.
P3470,Participant_405,23,Male,1,Archery,34,College A,Karnataka,1,Looking forward to next time.
P3470,Participant_405,23,Male,2,Basketball,63,College A,Karnataka,2,Looking forward to next time.
P3470,Participant_405,23,Male,3,Table Tennis,33,College E,Tamil Nadu,4,Would love more variety in events.
P3470,Participant_405,23,Male,4,Table Tennis,7,College E,Tamil Nadu,5,Had a great time!
P3470,Participant_405,23,Male,5,Volleyball,98,College E,Tamil Nadu,4,Had a great time!
P6123,Participant_750,23,Female,1,Table Tennis,41,College B,Karnataka,1,Facilities need improvement.
P6123,Participant_750,23,Female,2,Football,24,College D,Kerala,1,Enjoyed every moment!
P6123,Participant_750,23,Female,3,Volleyball,36,College D,Kerala,5,Looking forward to next time.
P6123,Participant_750,23,Female,4,Badminton,95,College B,Karnataka,4,Facilities need improvement.
P6123,Participant_750,23,Female,5,Badminton,25,College F,Andhra Pradesh,5,Well managed but could use better timing.
P1251,Participant_842,26,Female,1,Table Tennis,24,College A,Karnataka,4,Looking forward to next time.
P1251,Participant_842,26,Female,2,Tennis,58,College F,Andhra Pradesh,1,Had a great time!
P1251,Participant_842,26,Female,3,Running,30,College E,Tamil Nadu,1,Great energy and atmosphere!
P1251,Participant_842,26,Female,4,Football,56,College B,Karnataka,3,Amazing competition!
P1251,Participant_842,26,Female,5,Cycling,82,College E,Tamil Nadu,2,Could be better organized.
P4643,Participant_483,21,Female,1,Tennis,89,College A,Karnataka,5,Could be better organized.
P4643,Participant_483,21,Female,2,Basketball,26,College F,Andhra Pradesh,4,Loved the experience!
P4643,Participant_483,21,Female,3,Archery,68,College B,Karnataka,5,Facilities need improvement.
P4643,Participant_483,21,Female,4,Volleyball,58,College E,Tamil Nadu,3,Loved the experience!
P4643,Participant_483,21,Female,5,Archery,1,College D,Kerala,2,Great energy and atmosphere!
P5703,Participant_882,26,Other,1,Running,63,College B,Karnataka,2,Great energy and atmosphere!
P5703,Participant_882,26,Other,2,Basketball,70,College E,Tamil Nadu,4,Amazing competition!
P5703,Participant_882,26,Other,3,Football,24,College A,Karnataka,2,Facilities need improvement.
P5703,Participant_882,26,Other,4,Swimming,59,College D,Kerala,2,Amazing competition!
P5703,Participant_882,26,Other,5,Archery,77,College A,Karnataka,5,Had a great time!
P7841,Participant_958,19,Female,1,Running,20,College F,Andhra Pradesh,5,Loved the experience!
P7841,Participant_958,19,Female,2,Running,93,College F,Andhra Pradesh,1,Looking forward to next time.
P7841,Participant_958,19,Female,3,Volleyball,6,College F,Andhra Pradesh,1,Looking forward to next time.
P7841,Participant_958,19,Female,4,Cycling,83,College B,Karnataka,4,Well managed but could use better timing.
P7841,Participant_958,19,Female,5,Archery,41,College E,Tamil Nadu,2,Great energy and atmosphere!
P3402,Participant_282,18,Male,1,Basketball,15,College A,Karnataka,5,Could be better organized.
P3402,Participant_282,18,Male,2,Running,18,College E,Tamil Nadu,1,Would love more variety in events.
P3402,Participant_282,18,Male,3,Football,22,College B,Karnataka,2,Well managed but could use better timing.
P3402,Participant_282,18,Male,4,Badminton,72,College B,Karnataka,2,Well managed but could use better timing.
P3402,Participant_282,18,Male,5,Swimming,100,College A,Karnataka,3,Facilities need improvement.
P5176,Participant_365,22,Other,1,Football,40,College F,Andhra Pradesh,5,Great energy and atmosphere!
P5176,Participant_365,22,Other,2,Volleyball,90,College F,Andhra Pradesh,1,Well managed but could use better timing.
P5176,Participant_365,22,Other,3,Football,77,College D,Kerala,4,Could be better organized.
P5176,Participant_365,22,Other,4,Running,25,College F,Andhra Pradesh,3,Facilities need improvement.
P5176,Participant_365,22,Other,5,Table Tennis,81,College C,Kerala,3,Great energy and atmosphere!
P1962,Participant_517,24,Other,1,Cycling,40,College D,Kerala,4,Could be better organized.
P1962,Participant_517,24,Other,2,Table Tennis,10,College E,Tamil Nadu,3,Had a great time!
P1962,Participant_517,24,Other,3,Basketball,81,College B,Karnataka,1,Amazing competition!
P1962,Participant_517,24,Other,4,Archery,59,College A,Karnataka,4,Had a great time!
P1962,Participant_517,24,Other,5,Swimming,78,College F,Andhra Pradesh,1,Great energy and atmosphere!
P2102,Participant_904,25,Male,1,Tennis,100,College E,Tamil Nadu,5,Enjoyed every moment!
P2102,Participant_904,25,Male,2,Badminton,17,College C,Kerala,1,Would love more variety in events.
P2102,Participant_904,25,Male,3,Basketball,20,College B,Karnataka,1,Great energy and atmosphere!
P2102,Participant_904,25,Male,4,Basketball,31,College E,Tamil Nadu,4,Could be better organized.
P2102,Participant_904,25,Male,5,Basketball,79,College E,Tamil Nadu,1,Loved the experience!
P6610,Participant_929,21,Other,1,Basketball,73,College A,Karnataka,3,Great energy and atmosphere!
P6610,Participant_929,21,Other,2,Running,44,College B,Karnataka,5,Looking forward to next time.
P6610,Participant_929,21,Other,3,Running,97,College D,Kerala,4,Could be better organized.
P6610,Participant_929,21,Other,4,Archery,20,College C,Kerala,4,Could be better organized.
P6610,Participant_929,21,Other,5,Running,18,College E,Tamil Nadu,5,Well managed but could use better timing.
P9406,Participant_173,25,Other,1,Running,83,College C,Kerala,3,Had a great time!
P9406,Participant_173,25,Other,2,Football,23,College A,Karnataka,5,Great energy and atmosphere!
P9406,Participant_173,25,Other,3,Table Tennis,32,College C,Kerala,4,Great energy and atmosphere!
P9406,Participant_173,25,Other,4,Table Tennis,11,College B,Karnataka,5,Well managed but could use better timing.
P9406,Participant_173,25,Other,5,Football,57,College F,Andhra Pradesh,4,Had a great time!
P2398,Participant_179,25,Female,1,Basketball,12,College E,Tamil Nadu,3,Enjoyed every moment!
P2398,Participant_179,25,Female,2,Badminton,74,College C,Kerala,2,Amazing competition!
P2398,Participant_179,25,Female,3,Tennis,99,College E,Tamil Nadu,3,Looking forward to next time.
P2398,Participant_179,25,Female,4,Badminton,65,College D,Kerala,1,Well managed but could use better timing.
P2398,Participant_179,25,Female,5,Volleyball,91,College F,Andhra Pradesh,4,Looking forward to next time.
P3671,Participant_868,19,Female,1,Badminton,3,College D,Kerala,4,Loved the experience!
P3671,Participant_868,19,Female,2,Running,69,College F,Andhra Pradesh,4,Loved the experience!
P3671,Participant_868,19,Female,3,Swimming,53,College F,Andhra Pradesh,1,Looking forward to next time.
P3671,Participant_868,19,Female,4,Football,44,College E,Tamil Nadu,4,Loved the experience!
P3671,Participant_868,19,Female,5,Running,10,College C,Kerala,1,Enjoyed every moment!
P9178,Participant_305,21,Female,1,Table Tennis,67,College A,Karnataka,1,Could be better organized.
P9178,Participant_305,21,Female,2,Running,55,College D,Kerala,1,Could be better organized.
P9178,Participant_305,21,Female,3,Archery,51,College C,Kerala,3,Would love more variety in events.
P9178,Participant_305,21,Female,4,Archery,7,College A,Karnataka,2,Great energy and atmosphere!
P9178,Participant_305,21,Female,5,Running,22,College B,Karnataka,5,Could be better organized.
P9901,Participant_742,21,Female,1,Running,14,College C,Kerala,1,Facilities need improvement.
P9901,Participant_742,21,Female,2,Volleyball,90,College E,Tamil Nadu,3,Loved the experience!
P9901,Participant_742,21,Female,3,Basketball,79,College B,Karnataka,4,Had a great time!
P9901,Participant_742,21,Female,4,Football,55,College E,Tamil Nadu,2,Facilities need improvement.
P9901,Participant_742,21,Female,5,Football,49,College E,Tamil Nadu,2,Great energy and atmosphere!
P3592,Participant_677,18,Male,1,Football,70,College F,Andhra Pradesh,3,Facilities need improvement.
P3592,Participant_677,18,Male,2,Table Tennis,86,College A,Karnataka,4,Enjoyed every moment!
P3592,Participant_677,18,Male,3,Tennis,99,College D,Kerala,4,Looking forward to next time.
P3592,Participant_677,18,Male,4,Badminton,67,College E,Tamil Nadu,5,Facilities need improvement.
P3592,Participant_677,18,Male,5,Basketball,69,College E,Tamil Nadu,2,Could be better organized.
P5855,Participant_277,22,Other,1,Football,41,College A,Karnataka,3,Loved the experience!
P5855,Participant_277,22,Other,2,Football,91,College B,Karnataka,3,Could be better organized.
P5855,Participant_277,22,Other,3,Badminton,74,College F,Andhra Pradesh,3,Great energy and atmosphere!
P5855,Participant_277,22,Other,4,Swimming,39,College D,Kerala,4,Enjoyed every moment!
P5855,Participant_277,22,Other,5,Football,22,College E,Tamil Nadu,1,Great energy and atmosphere!
P6634,Participant_297,24,Female,1,Running,84,College C,Kerala,2,Enjoyed every moment!
P6634,Participant_297,24,Female,2,Volleyball,75,College F,Andhra Pradesh,3,Had a great time!
P6634,Participant_297,24,Female,3,Football,17,College E,Tamil Nadu,2,Would love more variety in events.
P6634,Participant_297,24,Female,4,Volleyball,1,College B,Karnataka,5,Great energy and atmosphere!
P6634,Participant_297,24,Female,5,Tennis,86,College B,Karnataka,2,Facilities need improvement.
P8867,Participant_775,26,Female,1,Running,91,College E,Tamil Nadu,5,Facilities need improvement.
P8867,Participant_775,26,Female,2,Tennis,86,College D,Kerala,1,Amazing competition!
P8867,Participant_775,26,Female,3,Badminton,9,College F,Andhra Pradesh,3,Great energy and atmosphere!
P8867,Participant_775,26,Female,4,Badminton,14,College A,Karnataka,5,Would love more variety in events.
P8867,Participant_775,26,Female,5,Badminton,36,College E,Tamil Nadu,2,Amazing competition!
P3955,Participant_352,18,Other,1,Volleyball,66,College B,Karnataka,2,Facilities need improvement.
P3955,Participant_352,18,Other,2,Swimming,12,College F,Andhra Pradesh,2,Looking forward to next time.
P3955,Participant_352,18,Other,3,Tennis,79,College B,Karnataka,2,Looking forward to next time.
P3955,Participant_352,18,Other,4,Swimming,21,College F,Andhra Pradesh,4,Great energy and atmosphere!
P3955,Participant_352,18,Other,5,Swimming,64,College D,Kerala,2,Well managed but could use better timing.
P3380,Participant_752,19,Other,1,Cycling,67,College A,Karnataka,2,Amazing competition!
P3380,Participant_752,19,Other,2,Badminton,79,College E,Tamil Nadu,3,Great energy and atmosphere!
P3380,Participant_752,19,Other,3,Archery,74,College D,Kerala,4,Loved the experience!
P3380,Participant_752,19,Other,4,Volleyball,78,College C,Kerala,1,Facilities need improvement.
P3380,Participant_752,19,Other,5,Table Tennis,1,College D,Kerala,4,Would love more variety in events.
P4817,Participant_207,21,Male,1,Tennis,14,College E,Tamil Nadu,3,Would love more variety in events.
P4817,Participant_207,21,Male,2,Running,95,College E,Tamil Nadu,2,Looking forward to next time.
P4817,Participant_207,21,Male,3,Tennis,8,College B,Karnataka,5,Loved the experience!
P4817,Participant_207,21,Male,4,Basketball,51,College A,Karnataka,3,Loved the experience!
P4817,Participant_207,21,Male,5,Volleyball,80,College A,Karnataka,2,Well managed but could use better timing.
P1278,Participant_400,19,Female,1,Running,4,College C,Kerala,1,Could be better organized.
P1278,Participant_400,19,Female,2,Archery,57,College A,Karnataka,5,Looking forward to next time.
P1278,Participant_400,19,Female,3,Archery,77,College B,Karnataka,3,Would love more variety in events.
P1278,Participant_400,19,Female,4,Table Tennis,27,College B,Karnataka,2,Looking forward to next time.
P1278,Participant_400,19,Female,5,Badminton,79,College A,Karnataka,1,Enjoyed every moment!
P1570,Participant_270,23,Male,1,Cycling,94,College C,Kerala,3,Amazing competition!
P1570,Participant_270,23,Male,2,Basketball,85,College D,Kerala,3,Facilities need improvement.
P1570,Participant_270,23,Male,3,Football,25,College A,Karnataka,4,Amazing competition!
P1570,Participant_270,23,Male,4,Volleyball,63,College D,Kerala,3,Had a great time!
P1570,Participant_270,23,Male,5,Tennis,59,College D,Kerala,3,Would love more variety in events.
P6977,Participant_977,22,Female,1,Tennis,28,College F,Andhra Pradesh,4,Loved the experience!
P6977,Participant_977,22,Female,2,Table Tennis,69,College F,Andhra Pradesh,1,Facilities need improvement.
P6977,Participant_977,22,Female,3,Football,33,College E,Tamil Nadu,5,Well managed but could use better timing.
P6977,Participant_977,22,Female,4,Badminton,57,College C,Kerala,5,Loved the experience!
P6977,Participant_977,22,Female,5,Archery,78,College B,Karnataka,5,Looking forward to next time.
P9009,Participant_364,23,Female,1,Table Tennis,7,College B,Karnataka,4,Could be better organized.
P9009,Participant_364,23,Female,2,Basketball,3,College F,Andhra Pradesh,3,Loved the experience!
P9009,Participant_364,23,Female,3,Tennis,79,College F,Andhra Pradesh,1,Would love more variety in events.
P9009,Participant_364,23,Female,4,Tennis,91,College B,Karnataka,2,Had a great time!
P9009,Participant_364,23,Female,5,Table Tennis,79,College D,Kerala,2,Great energy and atmosphere!
P9098,Participant_261,25,Other,1,Tennis,39,College E,Tamil Nadu,3,Had a great time!
P9098,Participant_261,25,Other,2,Swimming,33,College D,Kerala,1,Amazing competition!
P9098,Participant_261,25,Other,3,Badminton,13,College E,Tamil Nadu,4,Had a great time!
P9098,Participant_261,25,Other,4,Basketball,91,College E,Tamil Nadu,4,Great energy and atmosphere!
P9098,Participant_261,25,Other,5,Swimming,33,College B,Karnataka,2,Loved the experience!
P4872,Participant_20,21,Other,1,Cycling,37,College E,Tamil Nadu,1,Facilities need improvement.
P4872,Participant_20,21,Other,2,Badminton,19,College A,Karnataka,2,Well managed but could use better timing.
P4872,Participant_20,21,Other,3,Swimming,64,College F,Andhra Pradesh,2,Great energy and atmosphere!
P4872,Participant_20,21,Other,4,Running,68,College B,Karnataka,3,Could be better organized.
P4872,Participant_20,21,Other,5,Basketball,8,College B,Karnataka,3,Enjoyed every moment!
P5125,Participant_315,22,Female,1,Swimming,9,College B,Karnataka,5,Loved the experience!
P5125,Participant_315,22,Female,2,Archery,38,College B,Karnataka,4,Loved the experience!
P5125,Participant_315,22,Female,3,Volleyball,9,College C,Kerala,3,Amazing competition!
P5125,Participant_315,22,Female,4,Football,7,College D,Kerala,1,Looking forward to next time.
P5125,Participant_315,22,Female,5,Tennis,79,College C,Kerala,5,Had a great time!
P7459,Participant_624,24,Female,1,Running,29,College D,Kerala,3,Would love more variety in events.
P7459,Participant_624,24,Female,2,Archery,69,College C,Kerala,5,Amazing competition!
P7459,Participant_624,24,Female,3,Basketball,71,College A,Karnataka,5,Well managed but could use better timing.
P7459,Participant_624,24,Female,4,Archery,83,College F,Andhra Pradesh,4,Looking forward to next time.
P7459,Participant_624,24,Female,5,Basketball,58,College A,Karnataka,3,Had a great time!
P6550,Participant_845,22,Male,1,Running,37,College A,Karnataka,3,Looking forward to next time.
P6550,Participant_845,22,Male,2,Cycling,1,College C,Kerala,5,Loved the experience!
P6550,Participant_845,22,Male,3,Volleyball,70,College D,Kerala,2,Had a great time!
P6550,Participant_845,22,Male,4,Archery,38,College D,Kerala,4,Loved the experience!
P6550,Participant_845,22,Male,5,Badminton,73,College A,Karnataka,1,Had a great time!
